tradeDate,ticker,scenario,buy_surface_tier,sell_archetype,ranking_score,stockPrice,return_5d_pct,drawdown_20d_pct,extension_50d_pct,relative_return_63d_pct,rs63_cross_section_pct,ivRank1y,iv30d,rr25,rr25_pct252,callskew,callskew_pct252,call_wing_30,call_wing_10,call_wing_10_pct252,call_kink,call_kink_pct252,put_wing_10_pct252,iv10d_pct252,avgOptVolu20d,oi,dollar_stock_volume,confidence_core,mktWidthVol,nextErn,wksNextErn,earnings_near_front_expiry,sector,sectorName,bestEtf,universe_size,liquid_universe_size
2026-08-14,ICE,sell-first,,grab,54.12698412698413,154.4,2.482410726138329,-1.3607615153644614,9.586240964813175,-2.1969070021786385,34.376686454398275,55.2,24.2858,1.999600000000001,9.126984126984127,-0.6301999999999985,67.46031746031746,2.325400000000002,6.071899999999999,96.82539682539682,3.5333000000000006,88.88888888888889,53.96825396825397,45.63492063492063,3606.2,73574,640400549.96,84.3389,5.22003,0000-00-00,10,False,Financial Data & Exchanges,Financials,XLF,1853,549
2026-08-14,DINO,sell-first,,grab,52.87698412698413,93.34,13.815388367272273,0.0,17.851749720963838,34.67525097060589,87.1559633027523,66.9,42.8626,-3.0461000000000027,0.7936507936507936,2.412700000000001,97.22222222222223,5.015500000000003,7.239899999999999,86.9047619047619,1.3421999999999983,83.73015873015873,4.761904761904762,60.714285714285715,4860.5,101751,282356289.71000004,94.8871,2.48634,0000-00-00,10,False,Petroleum Refining & Marketing,Energy,XLE,1853,549
2026-08-17,JBLU,buy-first puke,,,56.567460317460316,5.29,-6.701940035273369,-18.11145510835913,-5.336244228910914,11.450805557177036,64.30885529157668,8.19,53.969699999999996,6.367199999999997,72.22222222222223,-1.136099999999992,13.095238095238095,4.462400000000002,4.1451999999999956,29.365079365079364,-0.26140000000000185,48.80952380952381,48.80952380952381,2.7777777777777777,23887.95,974253,200328450.95000002,52.5777,7.68626,0000-00-00,10,False,Airlines,Industrials,XLI,1852,556
2026-08-17,GRPN,buy-first puke,,,54.54365079365079,20.33,-12.370689655172418,-27.651245551601434,-12.523020257826866,14.37173845315054,69.00647948164146,29.91,72.54119999999999,-0.36590000000001055,61.904761904761905,1.772199999999998,32.93650793650794,14.491400000000013,14.491400000000013,51.19047619047619,0.0,37.301587301587304,38.095238095238095,47.61904761904762,8509.25,163293,33322732.740000002,89.7516,6.87042,0000-00-00,11,False,Internet Content & Media,C. Cyclical,XLY,1852,556
2026-08-17,JD,buy-first puke,,,47.023809523809526,28.52,-14.636336426219687,-14.636336426219687,-2.2986536946319025,-13.511630760378424,15.550755939524837,13.19,30.128,0.07339999999999591,78.17460317460318,0.946200000000001,15.873015873015873,5.448299999999996,6.724500000000003,34.92063492063492,2.3122000000000043,75.0,26.58730158730159,14.682539682539682,32860.5,1010453,266731191.22,76.315,2.77635,0000-00-00,12,False,E-commerce & Internet Retail,C. Cyclical,XLY,1852,556
2026-08-17,LI,buy-first puke,,,45.67460317460317,12.44,-3.265940902021769,-10.115606936416189,-2.766921994685012,-35.77819198508855,2.375809935205184,10.55,49.728899999999996,0.3609999999999971,62.301587301587304,0.7248999999999981,11.11111111111111,7.464400000000005,1.6372999999999962,5.9523809523809526,4.138100000000001,73.41269841269842,44.04761904761905,82.53968253968254,5748.45,205223,40240311.44,75.7055,4.96898,0000-00-00,1,True,Automobile Manufacturing,C. Cyclical,XLY,1852,556
2026-08-17,UAMY,buy-first puke,,,45.13888888888889,5.58,-16.59192825112108,-16.840536512667658,-12.804325405506777,-38.220720720720735,1.7818574514038878,0.56,93.8707,-1.278099999999995,70.23809523809524,2.3061000000000007,37.698412698412696,8.525300000000001,-7.00030000000001,3.5714285714285716,-16.88640000000001,9.126984126984127,78.57142857142857,0.0,9949.0,241224,36011756.589999996,66.1372,13.82942,0000-00-00,13,False,Industrial Metals & Mining,Materials,XLB,1852,556
2026-08-17,LCID,buy-first puke,,,44.96031746031746,6.22,-5.471124620060797,-23.587223587223594,0.2772941252337402,0.6901223186580818,41.68466522678186,11.23,77.79209999999999,2.761599999999987,61.904761904761905,1.2921000000000191,24.603174603174605,13.87060000000001,8.125699999999995,11.507936507936508,-5.404800000000009,40.07936507936508,14.682539682539682,32.53968253968254,41562.05,744940,87942446.53999999,58.052,18.02618,0000-00-00,11,False,Automobile Manufacturing,C. Cyclical,XLY,1852,556
2026-08-17,FHN,buy-first standard,better,,72.81746031746032,25.95,2.7315914489311144,-1.0674799847502858,2.0384089086018964,7.200185030303707,57.12742980561555,10.58,22.977600000000002,5.218299999999996,80.15873015873017,-1.7299000000000007,3.9682539682539684,0.6587999999999958,0.6587999999999958,36.111111111111114,0.0,26.19047619047619,32.142857142857146,2.7777777777777777,12517.25,329817,150728554.2,51.919,5.37931,0000-00-00,8,False,Regional Banking,Financials,XLF,1852,556
2026-08-17,LLY,buy-first standard,good,,49.56349206349206,1185.79,-3.364111256896507,-3.364111256896507,1.2967598089884902,15.507561694354544,70.35637149028078,27.23,30.9328,1.666799999999995,61.111111111111114,-0.6378999999999984,30.952380952380953,0.8497999999999983,1.540700000000001,31.746031746031747,1.9566000000000052,56.34920634920635,16.666666666666668,29.761904761904763,47376.45,364825,3151049623.0400004,98.8508,3.72226,0000-00-00,10,False,Major Pharmaceuticals,Healthcare,XLV,1852,556
2026-08-17,PSX,sell-first,,grab,54.920634920634924,240.13,11.424063848545307,0.0,23.52137511856778,33.86640695903644,87.58099352051836,66.69,34.884100000000004,-0.6686999999999941,2.7777777777777777,1.4381999999999948,97.22222222222223,6.054399999999994,17.728099999999998,100.0,12.245399999999997,98.41269841269842,6.349206349206349,63.492063492063494,5813.95,79775,602317130.22,81.3836,5.64964,0000-00-00,10,False,Petroleum Refining & Marketing,Energy,XLE,1852,556
2026-08-17,APH,sell-first,,grab,54.404761904761905,171.8,1.674853524294262,-0.8083140877597983,7.201066269976986,34.328768423596,87.6889848812095,49.4,41.0461,0.26200000000000045,0.3968253968253968,0.5212999999999965,97.22222222222223,1.441199999999995,4.601300000000002,95.63492063492063,5.180300000000003,96.82539682539682,18.253968253968253,42.857142857142854,6109.5,150115,1115064703.2900002,97.3995,1.59762,0000-00-00,10,False,Electronic Components Manufacturing,Technology,XLK,1852,556
2026-08-17,GS,sell-first,,grab,54.24603174603175,1050.83,1.666005553351857,-4.383945550995905,-0.2908827022335192,7.351614482032721,57.45140388768899,37.88,29.7756,1.0405000000000015,1.5873015873015872,-0.31909999999999883,95.63492063492063,0.7270000000000003,3.3762000000000043,99.2063492063492,4.165300000000002,86.5079365079365,15.079365079365079,48.41269841269841,36360.45,467287,1961430235.0600002,98.9515,3.02488,0000-00-00,8,False,Investment Banking & Brokerage,Financials,XLF,1852,556
2026-08-17,EQNR,sell-first,,grab,53.65079365079366,41.81,1.77702044790653,0.0,14.33243639386581,3.1244992775902425,48.81209503239741,50.24,37.4363,-0.6831999999999994,9.920634920634921,0.902799999999992,71.42857142857143,3.005499999999998,8.776600000000002,87.3015873015873,8.185099999999998,98.41269841269842,1.5873015873015872,67.46031746031746,5386.5,137009,149447857.41000003,93.1,3.29906,0000-00-00,10,False,Integrated Oil & Gas,Energy,XLE,1852,556
2026-08-17,LRCX,sell-first,,grab,53.23412698412698,342.66,11.1774439505532,0.0,1.5182407534143127,17.120350103717264,72.62419006479482,50.23,61.4649,-0.6043000000000021,1.9841269841269842,0.7063000000000059,94.44444444444444,3.311399999999992,5.307300000000012,92.85714285714286,6.932300000000012,78.96825396825396,7.5396825396825395,53.17460317460318,53989.65,627021,3569296797.6400003,97.2839,5.37196,0000-00-00,9,False,Semiconductor Equipment & Materials Manufacturing,Technology,XLK,1852,556
